UID,tag,familiar,how_often,first,second,third
1145,funny,5,5,humoristic,not serious,makes me laugh
1145,space,5,4,star trek,astromomy,science fiction
1145,insanity,4,2,scary,bloody,cannibalistic
1145,cyberpunk,4,4,robots everywere,artificial inteligency,technocratic future
1145,existentialism,3,2,philosofical,reflections about sense of life,taking tough decisions in life 
1145,mafia,5,5,drugs,gangs wars,corruption
1145,inspirational,4,5,happy end,justice is done,ideas of better future
1145,witty,5,5,smart ideas,hidden references to other films,intellectual jokes
1160,visually appealing,4,5,Picture,Shape,Color
1158,twist ending,5,3,Sudden,Unexpected,Strange
1158,original,4,3,Unique,Different,Special
1158,religion,5,1,Christ,God,Religious
1158,drugs,5,1,Spaced,Stoned,Cocaine
1158,cyberpunk,5,3,Futuristic,Guns,Fantasy
1158,futuristic,5,3,Fiction,Science,Fantasy
1158,humorous,5,3,Comedy,Laughter,Funny
1158,social commentary,3,3,Up to date,Topical,Political
1158,comedy,5,4,Humour,Laughter,Funny
1158,twists & turns,4,4,Sudden,Unexpected,Strange
1167,environmental,5,5,planet,weather ,death 
1167,atmospheric,2,2,planet ,environmental ,deep
1167,great soundtrack,5,5,musicality,rap,rock 
1167,visually appealing,5,5,artistic ,emotion,beauty 
1167,psychological,5,5,brain ,neurological,suspense 
1167,animation,5,5,cartoon ,story,lost 
1167,satire,5,5,joke,comic ,comedy 
1167,action,5,5,explosion,cars ,muscles 
1167,holocaust,5,5,sadness,death,extermination
1167,romance,5,5,flowers ,love,happiness
1171,western,5,2,Occidental,Westerly,Hesperian
1171,holocaust,5,4,Sacrifice,Undoing,Wreck
1171,fantasy,5,5,Fancy,Phantasy,Imagination
1171,thought-provoking,3,2,Incite,Urge,Push
1171,funny,5,5,Amusing,Humorous,Comic
1174,comedy,5,3,funny,laugh,amusing
1174,pirates,3,3,carribean,loud,ocean
1174,twist ending,5,5,surprise,exciting,thinking
1174,war,5,5,action,intense,brutal
1174,thriller,5,5,excited,scared,jumpy
1174,stupid,5,5,comedy,stupid,funny
1174,existentialism,1,1,no clue,thought,thinking
1174,romance,2,4,love,comedy,acting
1174,prison,4,5,sad,story,long
1174,philosophical,4,4,thinking,challenge,not my type
1172,historical,4,3,war,human evoluction,changing world
1172,hallucinatory,2,2,crasy,not real,sick
1172,holocaust,4,4,war,nazism,judeu
1172,documentary,4,4,real,storyteller,survay
1172,psychological,4,5,persuasion,think about,surprise
1172,space,3,2,universe,stars,planets
1172,disturbing,2,2,alucination,sick,sad
1172,surreal,4,4,not real ,other world,dream
1172,comic book,3,3,comedy,continuity,simple
1182,fantasy,5,5,beast,magic,magic creatures
1182,film noir,5,4,thriller film,villain,investigation
1182,art house,4,5,serious,artistic,social realism
1185,justice,5,5,impartiality,fairness,equality
1185,mystery,5,5,secret,riddle,question
1185,twists & turns,5,5,uncertain,climax,suprising
1185,western,5,5,modern,easy going,culture
1185,thought-provoking,5,5,stimulatiog,inspiration,interesting
1185,world war ii,5,5,nazi,britain,sad
1185,culture clash,5,5,conflict,debate,difference of opinons
1185,hilarious,5,5,comedy,humour,lively
1185,disturbing,5,5,worrying,discouraging,frightening
1185,animation,5,5,cartoons,animals talking,language used
1196,tense,5,5,suspenseful,dramatic,exciting
1196,self discovery,4,4,inspiring,uplifting,hopeful
1196,culture clash,3,4,conflicted,enlightening,educational
1196,dystopia,5,5,frightening,dark,tense
1196,cyberpunk,2,3,dark,fiction,dystopian
1196,musical,5,5,fun,energetic,artistic
1196,romance,5,4,loving,involved,spirited
1196,inspirational,5,4,uplifting,hopeful,moving
1196,aliens,3,3,foreigners,science fiction,space
1196,prison,5,4,jail,incarceration,captivity
1197,overrated,5,5,Popular,Valued too highly,Not as good as it's rated
1197,thriller,5,5,Action packed,Suspenseful,Clinging
1197,justice,5,3,Lawyer,Documentary,Law
1197,cyberpunk,5,4,Science fiction,Robots,Futuristic
1197,twist ending,5,5,Unpredictable,Interesting,Unexpected
1197,horror,5,5,Gory,Edgy,Paranormal
1197,environmental,5,4,Inspiring,Eye opener,Mindful
1200,drugs,5,3,WEED,PILLS,DEATH
1200,boring,5,3,LAME,UNINTERESTING,TEDIOUS
1200,overrated,5,4,TOO MUCH,APEX,CRITICAL
1200,india,2,2,CULTURE,FOREIGN,COUNTRY
1200,christmas,5,4,HOLIDAY,JESUS,TREE
1200,horror,5,5,SCARY,ENJOYABLE,DARK
1200,inspirational,5,5,FUN,NICE,KIND
1200,mafia,4,3,GANGSTER,MOODY,DARK
1200,cyberpunk,5,5,FUTURISTIC,SCIENCE,COLORFUL
1200,film noir,4,4,TASTEFUL,SKILLED,ENJOYABLE
1199,western,4,2,country,old,guns
1199,animation,5,5,children,cute,fun
1199,pirates,3,3,navigation ,big ship,water
1199,surreal,4,4,unbelievable,incredible,imaginative
1199,suspense,5,5,jumpscare,tension,scary
1199,war,2,2,blood,fights,historical 
1199,sci-fi,5,5,science,interesting,creatures 
1199,self discovery,4,3,journey,emotional,point of view
1199,disturbing,4,4,horror,gore,violence
1199,original,3,3,unique,independent,interesting
1202,religion,5,5,jesus,god,church
1202,atmospheric,1,1,space,moon,earth
1202,animation,5,5,disney,cartoon,kids
1202,violence,5,5,blood ,gore,murder
1202,bittersweet,3,2,sad,happy,charming
1202,time travel,2,1,futuristic,past,teleport
1208,western,5,4,well,good,well
1214,martial arts,5,5,karate,fighting,kicks
1214,self discovery,4,4,nomadic,self appraisal,belief
1214,film noir,2,2,crime,drama,sexual assault
1214,prison,5,4,jail,punishment,torture
1214,violence,4,4,torture,fight,crime
1214,twist ending,3,3,twist,confusion,drama
1214,thought-provoking,3,3,provoke,drama,movie
1214,nonlinear,3,3,bore,off beat,bad
1214,visually appealing,5,5,looks good,action,cinematic
1214,funny,5,5,fun,laughter,hillarious
1219,martial arts,5,4,karate,secret,revenge
1219,predictable,5,2,lifetime,same,love story
1219,visually appealing,5,5,nature,dynamic,epic
1219,twist ending,5,5,spies,secret agent,double cross
1219,unique,5,3,odd ball,cooky,engaging
1219,funny,5,4,hilarious,misunderstanding,a race to the finish
1219,pirates,5,4,jack sparrow,rum,runner
1219,india,5,2,mumbai,love story,star crossed
1219,thought-provoking,5,4,mysterious,puzzle,complex
1219,futuristic,5,4,technology,apocalyptic ,utopia
1221,romance,5,2,love story,relationships,intimate
1221,witty,5,4,humor,funny,smart
1221,visually appealing,5,5,exciting,attractive,enchanting
1221,superhero,5,3,role model,powers,comic books
1221,culture clash,4,2,differences,conflict,disagreement
1221,martial arts,5,3,fighting,combat,action
1221,christmas,5,1,holidays,festival,vacation
1221,boring,5,1,slow,unexciting,dull
1221,religion,5,1,god,faith,church
1221,surreal,5,4,bizarre,strange,unusual
1231,horror,5,3,scary,thriller,halloween
1231,thought-provoking,5,5,smart,artsy,high=brow
1231,cyberpunk,3,3,unique,odd,niche
1231,romance,5,5,sexy,hot,arousing
1231,bittersweet,4,4,common,overdone,melancholy
1231,christmas,5,5,snow,bells,Santa
1231,artistic,5,5,unique,different,original
1231,musical,5,5,fun,engaging,adventurous
1224,psychological,5,2,psychic ,mental ,emotional
1224,christmas,5,2,Santa,Merry,Gifts
1224,end of the world,5,2,apocalypse ,walking dead,zombies
1224,bittersweet,4,3,food,happy ending,sad ending
1224,martial arts,3,3,Karate,taekwondo,kung fu
1235,musical,4,4,classic,music,old
1235,hallucinatory,1,2,na,na,na
1235,funny,4,5,comedy,fun ,best 
1235,india,4,3,foreign ,nonusa,crosseas
1235,environmental,5,3,earth,friendly,better
1235,quirky,5,4,na,na,na
1235,world war ii,4,5,war,fight,bad
1235,drama,4,-1,sad,bad,yuck
1235,twist ending,5,4,horror,fun,good
1232,culture clash,5,2,revolutionary,new ,discord
1232,thought-provoking,5,5,engaging,invoking,interesting
1232,witty,5,5,droll,humorous ,funny
1232,stylized,4,2,exaggerated,embellished,grandious
1232,pirates,5,3,,,
1232,cyberpunk,1,1,i dont know,i dont know ,i dont know
1232,humorous,5,5,funny,entertaining,comical
1232,great soundtrack,5,5,music,pleasing ,artistic
1232,bittersweet,5,5,heart warming,sentimental ,poignant
1232,animation,5,5,comics,animated ,cartoons
1207,dystopia,4,4,nightmarish image, fictional community ,imaginary society 
1207,twist ending,5,5, surprise ending,Ending Changes,unexpected
1207,humorous,4,4,amusement,entertaining ,funny
1207,documentary,4,4,factual,tells a true story,observational
1207,inspirational,4,4,motivating,emphatic,enthusiasm
1207,drugs,5,5,chemical substance,medicine,diagnose a disease
1207,environmental,5,5,natural world,beautiful,atmosphere
1207,overrated,4,4,valued too highly,expect something good,average 
1207,bittersweet,4,4,chocolate chips,refer to taste,feelings 
1207,serial killer,4,4,murders , psychological reasons,killer
1240,cyberpunk,2,2,Science fiction ,Dystopia,Alien
1240,pirates,5,5,Water,Gold,Island 
1240,horror,5,-1,Scary,Haunted,Creatures
1240,musical,5,-1,Sounds ,Singing ,Instruments 
1240,surreal,3,4,Distorted ,Dreamlike ,Bizarre 
1240,romance,5,5,Love ,Passion,Affection
1240,india,1,2,Independent ,Modern ,Cultural 
1240,animation,5,-1,Cartoon ,Disney,Characters 
1243,violence,5,4,sangue,dor,confronto
1243,stylized,3,3,unico,diferente,exotico
1243,superhero,5,4,poder,vigilante,forte
1243,historical,4,5,medieval,espadas,reis
1243,world war ii,4,4,eixo,aliados,fuzileiros
1243,western,4,3,revolver,chapeu,espora
1243,original,3,3,incrivel,inovador,inteligente
1243,film noir,4,4,escuro,sombrio,pesado
1243,animation,5,5,desenho,criativo,imaginação
1243,end of the world,4,4,apocalipse,pandemia,extinção
1246,boring,5,2,dull,repetitive,sterile
1246,overrated,5,3,mainstream,popular,hyped up
1248,stupid,5,2,Foolish,Naive,Idiotic
1248,robots,5,4,Artificial,Machine,programmed
1248,dystopia,2,2,Unreal,Alien,Other world
1248,witty,5,4,Funny,Comedy,slapstick
1248,india,5,5,Bharat,Secular,Democratic
1248,musical,5,2,Opera,Melody,Song
1248,violence,5,5,Fighting,War,Bloody
1248,nonlinear,3,2,Asymmetric,Fiction,Geometric
1248,mafia,5,5,Clan,Thugs,Crime syndicate
1253,christmas,5,5,Tree,Grinch,Presents
1253,psychological,5,4,Twists,Mind,Horror
1253,existentialism,5,2,Life,Time,Death
1253,religion,5,2,Christian,God,Faith
1253,film noir,4,2,Black and White,Crime,Mystery
1253,world war ii,5,3,Death,Hitler,Jews
1253,superhero,5,5,Batman,Marvel,Superman
1253,mafia,5,5,Godfather,Crime,Tony Soprano
1253,satire,5,2,Funny,Clever,Mockery
1254,existentialism,1,-1,confused,unsure,vague
1254,horror,5,5,thriller,scary,unpredictable
1254,disturbing,5,5,troubling,unsettling,concerning
1254,environmental,3,2,climate,eco,green
1254,musical,5,3,catchy,memorable,fun
1252,religion,5,3,Faith,Temple,God
1252,stupid,5,5,Ignorant,Dumb,Logicless
1252,thought-provoking,5,5,Innovative,Inspiring,Fresh idea
1252,drama,5,5,Story,Acting ,Performances
1252,self discovery,5,5,Relative,Realistic,Self questioning
1252,tense,5,5,Thrilling,Nail biting,Suspense
1252,cyberpunk,2,2,High tech,Culture,Science fiction
1252,twists & turns,5,5,Mystery,Thriller,Unexpecting
1252,art house,5,5,Musical,History,Experimental
1252,existentialism,5,3,Soul searching,Sad,Overarching
1259,prison,5,3,hell,punishment,isolation
1259,twist ending,5,2,mindblowing,shoking,unpredictable
1259,cyberpunk,5,2,hacker,techy,homy
1259,comedy,5,4,laugh,happy,mood uplifter
1259,steampunk,4,2,steam power,alternative history,analytical engine
1259,pirates,5,3,dacoit,sea,dangerous
1259,insanity,5,2,hell,dangerous,sadness
1259,humorous,5,4,funny,intelligent,common sense
1259,time travel,4,2,past,present,science fictionn
1259,horror,5,2,night,ghost,fictionn
1291,existentialism,5,5,Real,Life,World
1291,inspirational,5,5,Good,Energy,Learning
1291,religion,5,1,Hell,slave,People
1291,pirates,5,5,Sea,Thief,Vessel
1291,nonlinear,5,3,Waves,Hard,Sponteneous
1289,nonlinear,3,2,PULP FICTION,MEMENTO,BABEL
1289,christmas,2,2,MERRY CHRISTMAS,LUTHER KRANK,THE GRINCH
1289,horror,3,2,COMEDY HORROR,SCIENCE FICTION HORROR,HOLIDAY HORROR
1289,comic book,3,2,ACTION COMICS,DETECTIVE COMICS,MARVEL COMICS
1294,original,5,4,new ,real,true
1294,social commentary,5,4,socialism,economy,behaviour
1294,martial arts,5,-1,new,nice ,different
1294,violence,5,4,harsh,unethical,immoral behaviour
1294,funny,5,-1,joke,comedy,laugh
1294,religion,5,4,religious,faith,belief
1294,stylized,5,-1,different,looks nice,wonderful
1294,hallucinatory,5,4,magic,diffterent one,excited 
1294,animation,5,-1,creative,arts,amazing
1298,mockumentary,5,4,comedy,funny,parody
1298,prison,5,4,trial,escape,law
1298,visually appealing,5,4,good graphics,colorful,creative
1298,hilarious,5,4,comedy,funny,entertaining
1298,overrated,5,4,not that great,too much praise,just ok
1298,great soundtrack,5,4,emotional,beautiful,engaging
1298,surreal,5,3,fiction,science fiction,space
1298,philosophical,5,3,cerebral,thought invoking,smart
1298,psychological,5,4,cerebral,intriguing,thrilling
1298,futuristic,5,4,modern,surreal,imaginative
1305,mockumentary,4,3,satirical ,documentary,facetious 
1305,christmas,5,3,Jesus,December,joy
1305,stupid,5,2,idiotic,dull,stunned
1305,western,5,5,cowboy,village,guns
1305,cyberpunk,5,2,game,nightcity,interesting
1305,dystopia,4,2,frightening,undesirable ,injustice
1305,great soundtrack,5,4,music,rock,song
1305,historical,5,4,nistory,past events.,artifacts
1305,musical,5,5,songs,instruments,chores
1305,environmental,5,4,natural world,surroundings,biotic factors 
1310,adventure,4,4,action,explorer,mystery
1310,comedy,5,5,laugh,fun,easy
1310,surreal,4,4,bizarre,crazy,weird
1310,pirates,4,3,ship,sword,sea
1310,predictable,4,4,series,clues,action
1310,humorous,4,4,funny,light,comedy
1310,justice,4,4,crime,mystery,action
1310,unique,4,4,weird,supernatural,strange
1310,comic book,4,4,action,power,force
1310,cyberpunk,2,2,fiction,action,strange
1311,inspirational,4,3,hopeful,satisfying,justice
1311,sci-fi,5,4,technology,space,future
1311,steampunk,3,2,steam,alternate,metal
1311,cyberpunk,-1,1,future,technology,edgy
1311,religion,5,3,faith,truth,goodness
1311,western,5,2,cowboys,horses,desert
1311,serial killer,4,2,murder,detective,suspense
1311,musical,5,2,songs,dancing,bright
1311,fantasy,5,4,whimsical,imaginary,magic
1311,artistic,4,2,themes,uncommon,limited
1312,twists & turns,5,3,plot twist,subverting expectations,non chronological 
1312,animation,5,4,cartoon,CG,computers
1312,historical,5,3,real,time period,biographical
1312,pirates,5,2,sea faring,thieves,loot
1312,western,5,2,cowboy,wild west,gunsling 
1312,stupid,5,2,jokes,toilet humor,dumb
1312,christmas,5,2,santa,snow,presents
1312,time travel,5,2,dimension,past,future
1312,mafia,5,2,guns,gangs,illegal
1312,insanity,5,2,crazy,out- of- this- world,messed up
1317,philosophical,3,4,Thinking,Contemplative,Deep
1317,unique,5,5,Different,Unexpected,Weird
1317,twists & turns,5,5,Surprising,Thrilling,Exciting
1317,dystopia,4,4,Future,Bleak,Bland
1317,justice,5,4,Caught,Crime,Order
1317,comedy,5,4,Laugh,Funny,Smile
1317,holocaust,5,4,Death,Prejudice,Killing
1317,action,5,4,Explosions,Excitement,Engaging
1317,surreal,4,4,Strange,Confusing,Weird
1317,psychological,5,5,Thinking,Intense,Attention
1324,romance,5,2,Love,Sex,Women
1324,unique,5,5,Singular ,Alone,Invent 
1324,musical,5,2,Because ring,Fun,Dance
1324,martial arts,5,4,Fight,Adia,Japan 
1324,steampunk,3,2,Gears,Glasses,Alt tech
1324,horror,5,5,Slasher ,Ghost ,Death 
1324,thought-provoking,5,3,Ruddles,Perplex,Quiz
1324,culture clash,2,2,Riot,Theft,Fight
1324,existentialism,2,2,Cool,Meaning,Meaningless 
1332,musical,5,5,singing,dancing,choreograpj
1332,action,5,5,loud,violence,explosions
1332,superhero,5,5,super,capes,flying
1332,drugs,5,5,cocaine,marijuana,heroin
1332,dystopia,5,5,bleak,dark,sad
1332,prison,5,5,jail,guards,bars
1332,horror,5,5,blood ,darkness,monster
1332,religion,5,5,jesus,god,heaven
1332,holocaust,5,5,nazi,jews,war
1332,surreal,5,5,weird,sleeping,unknown
1337,musical,2,3,Drama,Comedy,Love
1337,hallucinatory,1,1,Drugs,Crime,Bad
1337,drama,5,1,Love,Crime,Sadness
1334,aliens,4,4,foreign,space,sci fi
1334,satire,5,5,funny,laugh,comedy
1334,great soundtrack,5,5,music,symphony,grammy
1334,world war ii,5,3,1900s,fighting,death
1334,cyberpunk,4,4,sci fi,internet,punk
1334,comic book,5,3,funny,drawings,pictures
1334,fantasy,5,5,made up,pretty,fiction
1334,animation,5,5,draw,kids,fun
1334,suspense,5,3,scary,anxiety,build up
1347,space,4,2,Exploration,Future,Science fiction
1347,war,4,3,History,Battle,Military
1347,martial arts,3,2,Combat,Jujitsu,Karate
1347,stupid,4,2,Irreverent,Light hearted,Without deeper meaning
1347,surreal,4,2,Alternative,Absurd,Impossible
1347,horror,4,2,Fear,Negative emotion,Fright
1347,mafia,4,2,Crime,Family,Mob
1347,predictable,4,2,Boring,Sure,Uninteresting
1347,witty,4,4,Smart,Clever,Enjoyable
1347,existentialism,4,4,Deeper meaning,Philosophical,Thinking
1346,western,-1,5,modern,westernite,movies
1346,time travel,3,5,time travel ,imagination,adventures
1346,humorous,4,5,comedy,sensible,humor sense
1346,documentary,5,5,documentary films,movies,documentary
1346,cyberpunk,-1,5,cyberpunk,movies,films
1346,india,5,5,country,movies,films
1346,witty,5,5,english movies,movies,films
1346,self discovery,5,5,adventure,movies ,good
1352,drama,5,5,Craz,Wild,plot twit
1352,violence,5,5,Fight,Bad,Kill
1352,documentary,5,5,Story,Real,Tell all
1352,film noir,4,4,classic,old,Vintage
1352,horror,5,5,Scary,Fear,Spooky
1352,funny,5,5,Funny,hilarious,Goofy
1352,satire,3,3,exaggeration,old ,play
1352,comic book,5,5,Cartoon,fake,pictures
1352,india,5,5,over seas,international,not us 
1352,animation,5,5,cartoon,kids,story 
1369,surreal,5,4,unreal,bizzare,weird
1369,twists & turns,5,5,changes,surprises,different direction
1373,boring,5,1,intriguing,uninteresting,monotonous
1373,twist ending,5,5,surprise climax,unpredictable,unexpected change
1373,artistic,5,5,creative,imaginative,inventive
1373,superhero,5,5,champion,defender,exemplar
1373,serial killer,5,5,psycho killer,murderer,homicide
1373,unique,5,5,one of its kind,different from others,own way
1373,visually appealing,5,5,aesthetic,classy,charming
1373,sci-fi,5,5,science fiction,futurism,space odyssey
1373,religion,5,5,theism,belief,divinity
1373,atmospheric,5,5,climatic,ethereal,airy
1370,time travel,5,5,science fiction,Quantum physics,time
1370,martial arts,5,5,karate,judo,self-defense
1370,mystery,4,5,fiction,mystification,riddle
1370,horror,5,5,goast,fear,Killer ending
1370,drugs,4,3,alters the body's function,cocaine ,cure
1370,visually appealing,3,3,colors,meets the eye,white space
1370,funny,4,3,happy,comedy,humor
1370,mafia,5,5,illelegal,swagger, international body of criminals
1370,serial killer,5,5,pyscho,murderers ,series of murders
1370,drama,3,4,television,dialogue ,performance
1389,great soundtrack,4,3,atmospheric,moving,long-lasting
1389,adventure,4,3,risk,travel,run
1389,art house,2,1,film noir,black and white,subtitles
1389,original,4,3,new,unique,groundbreaking
1389,aliens,5,2,creatures,space,ufo
1391,original,3,2,New,Different ,Unique 
1391,comic book,3,3,Funny,Entertaining ,Goofy
1391,inspirational,3,2,Motivate,History ,Old
1391,plot twist,3,5,Surprise ,Unexpected ,Shock
1391,aliens,3,3,Scary,Ugly,Different 
1391,hallucinatory,3,3,Dream,Fantasies ,Assuming 
1386,action,5,5,lets go,lets do this,Go!
1386,great soundtrack,1,1,music,classic,great
1386,art house,1,1,art,mordern,cool
1386,surreal,3,3,confusing,not real,reality
1386,hilarious,5,5,funny,cool,great
1386,aliens,5,5,startrek,area 51,men in black
1386,original,3,3,chad,meme,i'm original
1386,twists & turns,1,1,twist,plot twist,oh no.
1386,atmospheric,4,4,imersion,in game,in the zone.
1383,aliens,5,4,otherworldly,interesting,bizarre
1383,witty,5,4,sarcasm,funny,dry
1383,film noir,5,5,dark,psychological,unexpected
1383,dystopia,4,3,suffering,unsettled,chaotic
1383,twists & turns,5,4,mystery,surprise,concentration
1383,adventure,5,5,action,boldness,risky
1383,psychological,5,5,interesting,brain,puzzling
1383,plot twist,5,4,surprise,creative,unexpected
1383,unique,5,4,one of a kind,rare,singular
1383,predictable,5,2,routine,boring,understandable
1395,film noir,3,3,thriller,suspense,crime
1395,culture clash,2,2,black,na,na
1395,original,5,3,movie series,good story,one of a kind
1395,aliens,5,4,action,awesome sound,Awesome graphics
1380,boring,5,2,Not funny,tedious,give sleep
1380,quirky,5,4,Different,Details,new
1380,art house,4,3,Work of art,splendid,cultural
1380,drugs,4,3,Bad,Addiction,Cash
1380,comic book,4,5,graphics,Optimum animation,Action
1380,aliens,5,2,Fictitious,E.T,Spaceships
1380,adventure,5,3,Fun,Action,Comedy
1380,predictable,1,-1,tedious,ordinary,cliche
1380,original,4,4,Real facts,Different,Nice
1380,philosophical,4,2,Deep,Robust,Complicated
1390,comic book,-1,2,super hero,fiction,villian 
1390,disturbing,1,1,gross,sicking,bloody
1390,original,3,4,never seen before,new,creative
1390,violence,3,2,deadly,fights,gun fire
1390,hilarious,2,4,comedy,funny,laugh so much
1390,world war ii,-1,-1,war fair,fighting,deadly
1390,christmas,5,3,getting together,being together,snow
1390,aliens,-1,2,E.T,freaky,weird
1381,art house,5,5,craft.,profession,adroitness
1381,atmospheric,-1,-1,Emissions,Fossil Fuels.,Sea-Level Rise
1381,original,5,5,Motivated,Ambitious ,Leader
1381,adventure,5,5,rash, reckless, heedless.
1381,witty,4,5,compassionate,considerate.,courageous
1381,psychological,5,4,brainsickness,derangement,insaneness.
1381,comic book,5,5,Splash,Spread,Caption.
1381,disturbing,5,5,pan-fried\t,stir-fried,stir-fried
1381,plot twist,5,5,Kill off a seemingly important character,Let your character discover a plot twist organically. ...,Make sure your plot twist is earned.
1381,action,5,4,participial ,gerund ,infinitive 
1394,witty,5,4,creative,unusual,snappy
1394,surreal,5,2,artsy,strange,Salvadore Dali
1394,action,5,4,moving,fast,shooting
1394,art house,4,2,unique,rare,special
1394,culture clash,2,1,dissonant,odd,not mainstream
1394,humorous,5,5,SNL,Adam Sandler,enjoyable
1394,world war ii,5,3,Hitler,death,US victory
1394,disturbing,5,4,frightful,weird,jarring
1394,adventure,5,5,risky,on edge,action packed
1394,twists & turns,5,4,exciting,thrilling,unexpected
1396,predictable,5,3,formulaic,comforting,the usual
1396,inspirational,4,2,religious,boring,true story
1396,aliens,5,4,sci-fi,outer space,unusual
1396,original,5,2,funky,weird,unpredictable
1396,adventure,4,4,exciting,travel,fun
1396,art house,3,2,incomprehensible,foreign,dense
1396,thought-provoking,5,3,bittersweet,surprising,death
1396,witty,4,4,funny,sly,humorous
1396,plot twist,5,4,surprise,unpredictible,gotcha
1396,world war ii,3,1,battles,death,nazis
1388,original,4,3,Innovative,Groundbreaking,Not much explored
1388,dystopia,4,4,Negative future,Hypothetical scenario,Post-Apocalyptic
1388,inspirational,3,2,Lesson teaching,Real life topics,Motivating
1388,adventure,5,4,Journey,Distant Travels,Missions
1393,mafia,5,4,killing other people,loyalty to the organization,don't mess with mafia figures
1393,aliens,5,4,from other planets,they appear to have higher powers,they come to learn about Earth
1393,original,5,4,something new,something different,something interesting and not the same as what has been seen
1393,twists & turns,4,4,an interesting plot,you never know what will happen,you've got to pay attention to a movie with twists and turns
1393,visually appealing,5,5,pretty scenery,exotic places,beauty in the landscapes
1393,hallucinatory,5,4,not real,things that are imagined,psychological thrillers
1393,world war ii,3,1,wartime movie,soldiers getting killed,people fighting
1393,religion,5,2,about God,about other religious figures,about the good book
1393,philosophical,5,4,intelligent conversation,looking for something deep,appealing to deep thinkers
1405,aliens,5,2,Green,Ufos,Big heads
1405,mystery,5,5,Suspense ,Chilling,Intriguing 
1405,philosophical,5,5,Smart,Learn,.
1405,predictable,5,5,Knowing,Theme,.
1405,tense,5,5,Tight,Air,Cut
1405,horror,5,5,Scary,Murder,Ghosts
1405,psychological,5,5,Sick,Mind,Mental
1405,witty,5,5,Quick,Thinking,.
1387,philosophical,5,5,theoretical,analytical,rational
1387,comic book,5,5,Adventure,Heroes,art
1387,art house,3,4,dramas,romances,animated 
1387,psychological,5,5,Thrillers ,mind-benders ,mysteries
1387,aliens,4,2,OVNI,universe,atack
1387,original,5,5,Editing,Characters,Story
1387,action,5,3,Fire,Explosion,Fight
1387,thought-provoking,5,5,interesting ,seriously,entertaining 
1387,drugs,5,5,Sex,Rock,ADULT
1387,adventure,5,5,FANTASY,Emotion,Discover
1399,surreal,5,4,Unbelievable,Interesting,strange
1399,twists & turns,5,4,unpredictable ,inspiring ,volatile 
1399,world war ii,5,2,Period Peice,War History,Historic
1399,unique,5,-1,special,unpredicable,individualistic
1399,hilarious,5,2,humorus,light hearted,cheerful
1399,original,4,4,unique,never been done,unpredictable
1399,drugs,2,2,crime,felony,abuser
1399,aliens,5,3,stranger,war,action
1399,plot twist,5,2,unpredicable,shocking,emotional
1401,aliens,5,4,outer space,another planet,UFO's
1401,great soundtrack,5,5,composer,music,Oscars
1401,art house,4,2,Indie,Cult,low budget
1401,hallucinatory,5,3,drugs,LSD,Mind altering
1401,documentary,5,5,fact,events,people
1401,plot twist,5,5,surprise,unexpected,kept guessing
1401,action,5,5,exciting,thrills,adventure
1401,twists & turns,5,5,changes,unexpected,surprises
1401,hilarious,5,5,funny,laugh,hysterical
1406,predictable,5,4,boring,dumb,slow
1406,philosophical,3,1,true,loving,smart
1406,psychological,5,5,crazy,cool,odd
1406,disturbing,5,5,death,gore,crazy
1406,boring,5,5,slow,weak,sleepy
1406,action,5,5,explosions,fighting,fast
1406,drugs,5,5,wasted,junky,doper
1406,art house,4,4,weird,weird,cult
1406,witty,5,5,smart,fun,goofy
1406,twist ending,5,5,turn,crazy,unknown
1411,cyberpunk,1,2,Technology,Rebel,Young
1411,existentialism,2,2,Outside the box,Existence,Thought provoking
1411,art house,1,2,,,
1411,surreal,5,4,Not normal,Unusual,Defies everything
1411,christmas,5,4,Holiday,Jolly,Family
1402,plot twist,1,4,surprise,change,twist
1402,inspirational,5,5,mind blowiing,eloquent,inspire
1402,aliens,5,1,E T,space people,foreigners
1402,art house,1,2,art work,foreign films,extremely popular
1402,bittersweet,4,3,suffering,regret,sad
1402,adventure,5,5,exciting,action,unexpected
1402,india,4,2,country,Arabian Sea,asia
1402,christmas,5,2,holiday,Christs' birthday,celebration
1402,twists & turns,4,3,unplanned,unexpected,unseen
1402,action,5,3,movement,activity,steps
1413,romance,5,5,love,dating,marriage
1413,world war ii,4,2,death,hatred,hitler
1413,quirky,5,4,silly,stupid,weird
1413,comic book,4,2,superhero,superman,batman
1413,superhero,4,2,superman,batman,antman
1413,stupid,5,3,weird,silly,dumb
1413,bittersweet,5,3,sad,endearing,love
1413,drama,5,4,action,excitement,strong
1413,india,5,2,Asia,Indian,food
1413,aliens,5,1,extraterrestrial,space,rocketship
1420,visually appealing,5,5,colors,effects,stunts
1421,environmental,4,2,green,healthy,planet
1397,india,-1,2,COUNTRY,THE GANGES,NEW DELHI
1397,plot twist,5,5,REBOUND,CHANGE,NEW SITUATION
1397,quirky,4,3,ORIGINAL,STYLE,NEW
1397,predictable,5,3,PREVISIBLE,PREVENTABLE,KNOWN
1397,visually appealing,4,3,EFFECT,ATTRACTIVE,DRAWING
1397,boring,5,1,SHITTY,BLODY,ANNOYING
1397,action,5,2,LIFE,MOVEMENT,ACT
1397,original,5,3,NEW,UNUSUAL,NOVEL
1397,western,5,1,OLD,DESERT,COWBOY
