UID,movie,tag,rating,easy
249,Kill Bill: Vol. 1 (2003),martial arts,5,Strongly agree
249,"Godfather, The (1972)",stylized,5,Strongly agree
249,Memento (2000),mystery,5,Strongly agree
249,Waterworld (1995),steampunk,5,Agree
249,Mrs. Doubtfire (1993),funny,5,Strongly agree
249,Pirates of the Caribbean: The Curse of the Black Pearl (2003),war,4,Agree
253,Men in Black (a.k.a. MIB) (1997),funny,3,
253,"Silence of the Lambs, The (1991)",end of the world,3,Neither agree nor disagree
253,Jurassic Park (1993),tense,4,Agree
253,Amadeus (1984),artistic,3,Neither agree nor disagree
253,Fargo (1996),surreal,3,Neither agree nor disagree
253,Forrest Gump (1994),original,2,Disagree
253,Monty Python and the Holy Grail (1975),social commentary,2,Disagree
253,Casablanca (1942),world war ii,5,Agree
253,Mrs. Doubtfire (1993),funny,2,Disagree
253,My Cousin Vinny (1992),culture clash,3,Disagree
254,Dark City (1998),steampunk,4,Neither agree nor disagree
254,Titanic (1997),romance,5,Agree
254,Ace Ventura: Pet Detective (1994),culture clash,4,Neither agree nor disagree
254,Back to the Future (1985),time travel,5,Agree
254,Seven (a.k.a. Se7en) (1995),insanity,4,Neither agree nor disagree
254,Dead Man Walking (1995),religion,3,Neither agree nor disagree
254,Batman (1989),adventure,5,Agree
254,Toy Story (1995),fantasy,5,Strongly agree
254,Beauty and the Beast (1991),musical,5,Strongly agree
254,Charlie's Angels (2000),martial arts,4,Agree
255,"Lion King, The (1994)",animation,5,Agree
255,Pirates of the Caribbean: Dead Man's Chest (2006),pirates,5,Agree
255,Star Wars: Episode IV - A New Hope (1977),great soundtrack,4,Agree
255,Jurassic Park (1993),prison,5,Agree
255,Batman Forever (1995),superhero,3,
255,Men in Black (a.k.a. MIB) (1997),funny,4,Agree
255,Aladdin (1992),drama,4,Agree
255,"Mask, The (1994)",superhero,5,Agree
255,"Matrix, The (1999)",robots,5,Agree
255,Stargate (1994),time travel,4,Agree
256,Total Recall (1990),cyberpunk,5,Strongly agree
256,"Matrix, The (1999)",thought-provoking,3,Neither agree nor disagree
256,National Treasure (2004),pirates,5,
256,Pirates of the Caribbean: The Curse of the Black Pearl (2003),war,5,Strongly agree
256,"Lord of the Rings: The Two Towers, The (2002)",historical,5,Strongly agree
256,Pirates of the Caribbean: Dead Man's Chest (2006),pirates,5,Strongly agree
256,"Lion King, The (1994)",animation,5,Strongly agree
256,"Matrix Reloaded, The (2003)",superhero,5,Strongly agree
256,Titanic (1997),romance,5,Strongly agree
256,Aladdin (1992),drama,5,Strongly agree
262,Titanic (1997),romance,5,Strongly agree
262,Jurassic Park (1993),stylized,4,Agree
262,Charlie's Angels (2000),martial arts,5,Strongly agree
262,"Wizard of Oz, The (1939)",musical,3,Agree
262,Ace Ventura: Pet Detective (1994),culture clash,3,Strongly agree
262,Men in Black (a.k.a. MIB) (1997),humorous,5,Strongly agree
262,You've Got Mail (1998),predictable,2,Agree
262,Ace Ventura: When Nature Calls (1995),stupid,5,Strongly agree
262,Back to the Future (1985),time travel,5,Strongly agree
262,National Treasure (2004),pirates,1,Strongly agree
265,One Flew Over the Cuckoo's Nest (1975),prison,4,Agree
265,Blade Runner (1982),art house,2,Agree
265,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),mockumentary,5,Strongly agree
265,Seven (a.k.a. Se7en) (1995),psychological,5,Strongly agree
265,"Clockwork Orange, A (1971)",satire,2,Agree
265,Life Is Beautiful (La Vita è bella) (1997),holocaust,5,Strongly agree
265,Star Wars: Episode V - The Empire Strikes Back (1980),fantasy,5,Agree
265,"Silence of the Lambs, The (1991)",drama,3,Neither agree nor disagree
265,Back to the Future Part III (1990),western,3,Agree
265,Monty Python and the Holy Grail (1975),religion,2,Agree
266,Pirates of the Caribbean: Dead Man's Chest (2006),pirates,5,Agree
266,"Pagemaster, The (1994)",boring,-1,Strongly agree
266,"English Patient, The (1996)",world war ii,5,Strongly agree
266,"American President, The (1995)",environmental,5,Strongly agree
266,Terminator 2: Judgment Day (1991),tense,5,Strongly agree
266,Mrs. Doubtfire (1993),funny,5,Strongly agree
266,Into the Wild (2007),self discovery,5,Strongly agree
266,Batman Forever (1995),superhero,2,Strongly agree
266,"Usual Suspects, The (1995)",thriller,5,Strongly agree
266,Beetlejuice (1988),horror,5,Strongly agree
264,Back to the Future Part III (1990),western,5,Strongly agree
264,Slumdog Millionaire (2008),india,5,Strongly agree
264,Kill Bill: Vol. 2 (2004),martial arts,5,
264,Kill Bill: Vol. 1 (2003),martial arts,5,Strongly agree
264,Jurassic Park (1993),funny,1,Strongly agree
264,"Clockwork Orange, A (1971)",satire,1,Strongly agree
264,Taxi Driver (1976),drugs,3,Neither agree nor disagree
264,"Pianist, The (2002)",holocaust,5,Agree
264,Billy Elliot (2000),self discovery,5,Strongly agree
264,"Godfather: Part II, The (1974)",mafia,5,Strongly agree
263,Edward Scissorhands (1990),unique,5,Agree
263,"Pianist, The (2002)",holocaust,5,Strongly agree
263,Chinatown (1974),film noir,5,Strongly agree
263,Seven (a.k.a. Se7en) (1995),serial killer,5,Agree
263,Total Recall (1990),cyberpunk,4,Neither agree nor disagree
263,Die Hard (1988),christmas,4,Agree
263,Beauty and the Beast (1991),suspense,3,Neither agree nor disagree
263,Kill Bill: Vol. 1 (2003),martial arts,5,Agree
263,Billy Elliot (2000),self discovery,4,Neither agree nor disagree
263,Austin Powers: The Spy Who Shagged Me (1999),satire,4,Neither agree nor disagree
268,Seven (a.k.a. Se7en) (1995),psychological,4,Agree
268,Forrest Gump (1994),environmental,3,Neither agree nor disagree
268,Memento (2000),mystery,5,Strongly agree
268,Pulp Fiction (1994),justice,3,Neither agree nor disagree
268,Mission: Impossible II (2000),predictable,3,Agree
268,Mulholland Drive (2001),unique,4,Agree
268,Toy Story (1995),witty,4,Agree
268,"Clockwork Orange, A (1971)",satire,3,Agree
268,Pirates of the Caribbean: Dead Man's Chest (2006),pirates,4,Agree
268,Into the Wild (2007),self discovery,5,Strongly agree
275,"Lion King, The (1994)",animation,5,Agree
275,Pretty Woman (1990),original,5,Agree
275,Beauty and the Beast (1991),musical,5,
275,Pi (1998),art house,5,Agree
275,Pirates of the Caribbean: Dead Man's Chest (2006),pirates,5,Agree
275,Titanic (1997),romance,3,Agree
275,Chinatown (1974),film noir,5,Agree
275,Taxi Driver (1976),drugs,5,Agree
275,"Wizard of Oz, The (1939)",musical,5,Agree
275,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),superhero,5,Agree
273,Men in Black (a.k.a. MIB) (1997),funny,3,Agree
273,"Mask, The (1994)",hilarious,3,Neither agree nor disagree
273,American Beauty (1999),drugs,4,Agree
273,Batman (1989),adventure,3,Neither agree nor disagree
273,"Lion King, The (1994)",animation,5,Strongly agree
273,Toy Story (1995),overrated,3,Neither agree nor disagree
273,Jurassic Park (1993),visually appealing,5,Strongly agree
273,Batman Forever (1995),suspense,4,Agree
273,Beauty and the Beast (1991),musical,3,Neither agree nor disagree
273,"Little Princess, A (1995)",india,3,Neither agree nor disagree
277,Aliens (1986),horror,5,Agree
277,Fargo (1996),surreal,3,Agree
277,Terminator 2: Judgment Day (1991),aliens,5,Agree
277,Fahrenheit 9/11 (2004),documentary,5,Agree
277,Pulp Fiction (1994),action,5,Agree
277,Amadeus (1984),artistic,5,Agree
277,Blue Velvet (1986),art house,3,Agree
277,"Clockwork Orange, A (1971)",satire,5,Agree
277,Saving Private Ryan (1998),holocaust,3,Agree
277,Back to the Future (1985),comedy,3,Strongly agree
279,Fahrenheit 9/11 (2004),documentary,5,Strongly agree
279,Six Days Seven Nights (1998),pirates,2,Strongly disagree
279,Titanic (1997),romance,5,
279,Seven (a.k.a. Se7en) (1995),psychological,5,Strongly agree
279,Pretty Woman (1990),romance,5,Strongly agree
279,Jurassic Park (1993),comedy,2,Disagree
279,Twister (1996),stupid,2,Strongly disagree
279,"Mask, The (1994)",superhero,5,Strongly agree
279,Kill Bill: Vol. 1 (2003),martial arts,5,Strongly agree
279,You've Got Mail (1998),predictable,3,Neither agree nor disagree
276,Ace Ventura: When Nature Calls (1995),stupid,4,Disagree
276,My Cousin Vinny (1992),culture clash,3,Neither agree nor disagree
276,Charlie's Angels (2000),martial arts,2,Neither agree nor disagree
276,Ace Ventura: Pet Detective (1994),comedy,5,Strongly agree
276,Six Days Seven Nights (1998),pirates,2,Neither agree nor disagree
276,"Blair Witch Project, The (1999)",mockumentary,3,Agree
276,Titanic (1997),romance,5,Strongly agree
276,Willy Wonka & the Chocolate Factory (1971),surreal,5,Strongly agree
276,Toy Story (1995),atmospheric,3,Disagree
276,Epic Movie (2007),overrated,1,Neither agree nor disagree
278,Kill Bill: Vol. 2 (2004),martial arts,5,
278,Titanic (1997),romance,5,Strongly agree
278,"Mask, The (1994)",superhero,3,Neither agree nor disagree
278,"Matrix, The (1999)",stylized,4,Agree
278,Into the Wild (2007),self discovery,5,
278,Braveheart (1995),self discovery,4,Agree
278,Seven (a.k.a. Se7en) (1995),serial killer,5,Strongly agree
278,"Wizard of Oz, The (1939)",musical,4,Agree
278,Pirates of the Caribbean: The Curse of the Black Pearl (2003),war,3,Neither agree nor disagree
278,Charlie's Angels (2000),martial arts,5,Agree
282,Men in Black (a.k.a. MIB) (1997),funny,5,
282,Apocalypse Now (1979),horror,4,Strongly agree
282,Blade Runner (1982),space,5,Strongly agree
282,"Goonies, The (1985)",pirates,3,Agree
282,Waterworld (1995),steampunk,3,Agree
282,Austin Powers: The Spy Who Shagged Me (1999),satire,5,Strongly agree
282,Best in Show (2000),mockumentary,5,Strongly agree
282,Batman Forever (1995),suspense,3,Agree
282,Mrs. Doubtfire (1993),funny,5,Strongly agree
282,"Godfather: Part II, The (1974)",mafia,5,Strongly agree
283,Blade Runner (1982),art house,2,Neither agree nor disagree
283,Contact (1997),religion,4,Neither agree nor disagree
283,Toy Story (1995),historical,1,Agree
283,Amadeus (1984),musical,3,Agree
283,"American President, The (1995)",environmental,3,Disagree
283,Saving Private Ryan (1998),holocaust,4,Neither agree nor disagree
283,Forrest Gump (1994),romance,5,Agree
283,"Mask, The (1994)",hilarious,1,Strongly agree
283,Total Recall (1990),cyberpunk,-1,Disagree
283,Die Hard (1988),christmas,1,Strongly agree
288,"Godfather: Part II, The (1974)",mafia,5,Agree
288,Saving Private Ryan (1998),holocaust,5,Agree
288,Toy Story (1995),space,5,Agree
288,Bend It Like Beckham (2002),india,4,Agree
288,Charlie's Angels (2000),martial arts,5,Agree
288,Ace Ventura: When Nature Calls (1995),stupid,4,Agree
288,Into the Wild (2007),self discovery,5,Agree
288,Jurassic Park (1993),plot twist,5,Disagree
292,My Cousin Vinny (1992),culture clash,5,Agree
292,Apollo 13 (1995),space,5,Strongly agree
292,While You Were Sleeping (1995),christmas,1,
292,Pretty Woman (1990),romance,5,Strongly agree
292,Forrest Gump (1994),fantasy,1,Agree
292,Contact (1997),religion,4,Agree
292,Beauty and the Beast (1991),suspense,3,Agree
292,"Nightmare Before Christmas, The (1993)",christmas,5,Strongly agree
292,"Day After Tomorrow, The (2004)",environmental,5,Strongly agree
292,You've Got Mail (1998),predictable,4,Agree
295,Die Hard (1988),christmas,4,Strongly agree
295,Batman Forever (1995),suspense,2,Agree
295,Apollo 13 (1995),inspirational,4,Agree
295,Edward Scissorhands (1990),unique,4,Agree
295,Kill Bill: Vol. 2 (2004),martial arts,3,Agree
295,Aliens (1986),horror,3,Agree
295,Dead Man Walking (1995),prison,4,Agree
295,Terminator 2: Judgment Day (1991),atmospheric,3,Strongly agree
295,Pi (1998),art house,4,Disagree
295,Hoop Dreams (1994),documentary,3,Agree
297,Mission: Impossible II (2000),predictable,4,
297,Dumb & Dumber (1994),hilarious,5,Strongly agree
297,"Fifth Element, The (1997)",comic book,5,Strongly agree
297,"Godfather, The (1972)",stylized,5,Strongly agree
297,Forrest Gump (1994),predictable,1,Agree
297,"Shawshank Redemption, The (1994)",existentialism,-1,Agree
297,Kill Bill: Vol. 2 (2004),martial arts,5,Strongly agree
297,Back to the Future (1985),time travel,5,Strongly agree
297,Braveheart (1995),adventure,5,Strongly agree
297,"Godfather: Part II, The (1974)",mafia,5,Strongly agree
301,Star Wars: Episode IV - A New Hope (1977),twists & turns,5,Neither agree nor disagree
301,While You Were Sleeping (1995),christmas,3,Disagree
301,"Usual Suspects, The (1995)",adventure,5,Neither agree nor disagree
301,National Treasure (2004),pirates,5,Neither agree nor disagree
301,"Mask, The (1994)",superhero,5,Neither agree nor disagree
301,Seven (a.k.a. Se7en) (1995),disturbing,5,Agree
301,Epic Movie (2007),overrated,4,Neither agree nor disagree
301,Schindler's List (1993),violence,4,Neither agree nor disagree
301,Pi (1998),art house,4,Neither agree nor disagree
301,"American President, The (1995)",environmental,4,Disagree
299,Charlie's Angels (2000),martial arts,5,Agree
299,Pretty Woman (1990),original,5,Agree
299,"Nightmare Before Christmas, The (1993)",christmas,4,Agree
299,Apocalypse Now (1979),horror,3,Disagree
299,Toy Story (1995),witty,5,Agree
299,"Truman Show, The (1998)",sci-fi,4,Agree
299,Independence Day (a.k.a. ID4) (1996),atmospheric,4,Agree
299,Back to the Future (1985),comedy,4,Neither agree nor disagree
299,Epic Movie (2007),overrated,5,Agree
299,Terminator 2: Judgment Day (1991),futuristic,5,Strongly agree
300,"Truman Show, The (1998)",sci-fi,2,Agree
300,Into the Wild (2007),self discovery,3,Disagree
300,Blade Runner (1982),space,4,Agree
300,Pirates of the Caribbean: The Curse of the Black Pearl (2003),war,4,Agree
300,Trainspotting (1996),drugs,5,Strongly agree
300,Batman Forever (1995),suspense,2,Neither agree nor disagree
300,Titanic (1997),romance,5,Strongly agree
300,Die Hard (1988),christmas,1,Agree
300,Alien (1979),horror,4,Agree
300,American Beauty (1999),bittersweet,4,Agree
303,Braveheart (1995),atmospheric,5,Strongly agree
303,Star Wars: Episode V - The Empire Strikes Back (1980),fantasy,5,Agree
303,"Truman Show, The (1998)",sci-fi,3,Neither agree nor disagree
303,"Goonies, The (1985)",pirates,2,Disagree
303,Blade Runner (1982),cyberpunk,3,Neither agree nor disagree
303,Back to the Future Part III (1990),western,4,Agree
303,"Rock, The (1996)",prison,4,Neither agree nor disagree
303,Star Wars: Episode VI - Return of the Jedi (1983),great soundtrack,5,Agree
303,Princess Mononoke (Mononoke-hime) (1997),environmental,4,Neither agree nor disagree
303,True Lies (1994),end of the world,2,Disagree
304,Men in Black (a.k.a. MIB) (1997),humorous,5,Strongly agree
304,Apocalypse Now (1979),horror,3,Neither agree nor disagree
304,"Godfather: Part II, The (1974)",mafia,5,Strongly agree
304,Natural Born Killers (1994),serial killer,4,Agree
304,Terminator 2: Judgment Day (1991),atmospheric,5,Strongly agree
304,Braveheart (1995),inspirational,5,Strongly agree
304,"Truman Show, The (1998)",sci-fi,3,Disagree
304,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),mockumentary,5,Strongly agree
304,Pulp Fiction (1994),hilarious,3,Disagree
304,Dumb & Dumber (1994),stupid,5,Strongly agree
307,Pirates of the Caribbean: Dead Man's Chest (2006),pirates,5,Strongly agree
307,Mission: Impossible II (2000),predictable,3,Agree
307,Kill Bill: Vol. 2 (2004),martial arts,5,Strongly agree
307,Blade Runner (1982),cyberpunk,4,Strongly agree
307,Braveheart (1995),action,2,Neither agree nor disagree
307,Men in Black (a.k.a. MIB) (1997),humorous,4,Agree
307,Fahrenheit 9/11 (2004),documentary,3,Neither agree nor disagree
307,"Day After Tomorrow, The (2004)",environmental,5,Neither agree nor disagree
307,"Wizard of Oz, The (1939)",musical,5,Agree
307,Die Hard (1988),christmas,2,Disagree
305,Edward Scissorhands (1990),unique,4,Strongly agree
305,Toy Story (1995),fantasy,5,Strongly agree
305,Groundhog Day (1993),existentialism,3,Agree
305,Slumdog Millionaire (2008),india,5,Strongly agree
305,"Pagemaster, The (1994)",boring,1,Strongly agree
305,"Clockwork Orange, A (1971)",satire,2,
305,Willy Wonka & the Chocolate Factory (1971),surreal,5,Strongly agree
305,"Matrix, The (1999)",twists & turns,5,Strongly agree
305,"Silence of the Lambs, The (1991)",satire,1,Strongly agree
305,"Fifth Element, The (1997)",comic book,1,Strongly agree
308,"Lion King, The (1994)",animation,5,Agree
308,Toy Story (1995),comedy,2,Disagree
308,"Lord of the Rings: The Two Towers, The (2002)",historical,3,Neither agree nor disagree
308,Men in Black (a.k.a. MIB) (1997),humorous,3,Neither agree nor disagree
308,"Godfather: Part II, The (1974)",mafia,5,Agree
308,"Day After Tomorrow, The (2004)",environmental,3,Neither agree nor disagree
308,Willy Wonka & the Chocolate Factory (1971),surreal,4,Agree
308,"Little Princess, A (1995)",india,4,Agree
308,Pirates of the Caribbean: Dead Man's Chest (2006),pirates,4,Agree
308,Titanic (1997),romance,5,Agree
309,American Beauty (1999),plot twist,5,Strongly agree
309,Men in Black (a.k.a. MIB) (1997),comic book,4,Agree
309,Pulp Fiction (1994),disturbing,2,Disagree
309,Brazil (1985),hallucinatory,5,Strongly agree
309,Monty Python's Life of Brian (1979),mockumentary,5,Agree
309,Terminator 2: Judgment Day (1991),tense,3,Agree
309,"Godfather, The (1972)",stylized,5,Strongly agree
309,Casablanca (1942),world war ii,5,Strongly agree
309,Trainspotting (1996),drugs,5,Agree
309,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",steampunk,3,Neither agree nor disagree
312,Forrest Gump (1994),dystopia,2,Agree
312,"Nightmare Before Christmas, The (1993)",christmas,5,Agree
312,"Pianist, The (2002)",holocaust,5,Strongly agree
312,Edward Scissorhands (1990),unique,5,Strongly agree
312,Apollo 13 (1995),violence,3,
312,Jurassic Park (1993),nonlinear,3,Neither agree nor disagree
